From St,Install Yr,Street,To St,Update Yr,Miles
RODGERS ST,2005,Folsom St,8TH ST,2018,"0,044886364"
ROMAIN ST,0,Market St Overpass,ROMAIN ST,0,"0,049621212"
ROMAIN ST,2010,Corbett Ave,MORGAN AL,0,"0,125"
ROMAIN ST,2012,Douglass St,21ST ST,0,"0,136742424"
ROMAIN ST,2012,Grand View Ave,21ST ST,0,"0,174242424"
ROMOLO ST,2005,Broadway,COLUMBUS AV,0,"0,048484848"
RONDEL PL,2011,16th St,CALEDONIA ST,0,"0,015530303"
ROSA PARKS LN,1999,Valencia St,15TH ST,2019,"0,129166667"
ROSCOE ST,0,Crescent Ave,PORTER ST,0,"0,068560606"
ROSE ST,2005,Market St,HAIGHT ST,,"0,069886364"
ROSE ST,2005,Market St,HAIGHT ST,2015,"0,052272727"
ROSE ST,2006,Octavia St,PAGE ST,0,"0,065151515"
ROSELYN TERR,2005,Turk St,KITTREDGE TERR,,"0,098484848"
ROSEMONT PL,2005,14th St,DOLORES ST,2005,"0,063446970"
ROSEMONT PL,2005,14th St,RAMONA ST,2005,"0,010037879"
ROSSI AV,2005,Turk St,WILLARD NORTH ST,0,"0,090151515"
ROSSI AVE,2021,Anza Street,STANYAN BLVD,,"0,079166667"
ROTTECK ST,0,Still St,STILL ST,0,"0,061363636"
ROTTECK ST,2010,Bosworth St,LYELL ST,0,"0,115151515"
ROUSSEAU ST,0,Still St,ROTTECK ST,0,"0,097348485"
ROUSSEAU ST,2006,Alemany Blvd,LYELL ST,0,"0,189015152"
ROUSSEAU ST,2010,San Jose Ave,SAN JOSE AVE ON RAMP,2014,"0,119128788"
ROUSSEAU ST,2011,Alemany Blvd,CONGDON ST,0,"0,385227273"
ROUSSEAU ST,2011,Bosworth St,ROTTECK ST,0,"0,095075758"
ROWLAND ST,2005,Broadway,KEARNY ST,0,"0,087878788"
RUGER ST,2008,Lombard St,UNNAMED #148,0,"0,064015152"
RUSS ST,2005,Folsom St,SHERMAN ST,2018,"0,022348485"
RUSS ST,2005,Howard St,MOSS ST,2018,"0,043371212"
SACRAMENTO ST,0,Stockton St,CLAY ST,0,"0,123106061"
SACRAMENTO ST,2005,Arguello Blvd,CALIFORNIA ST,2016,"0,130303030"
SACRAMENTO ST,2005,Polk St,CLAY ST,2019,"0,123863636"
SACRAMENTO ST,2006,Presidio Blvd,CALIFORNIA ST,0,"0,129166667"
SACRAMENTO ST,2009,Sansome St,COMMERCIAL ST,0,"0,061363636"
SACRAMENTO ST,2010,Battery St,COMMERCIAL ST,0,"0,030871212"
SACRAMENTO ST,2010,Steiner St,CLAY ST,0,"0,121969697"
SACRAMENTO ST,2010,Taylor St,PLEASANT ST,0,"0,061363636"
SAGAMORE ST,2005,Alemany Blvd,BROTHERHOOD WY,0,"0,084848485"
SAGAMORE ST,2011,Sagamore St,ORIZABA AV,0,"0,055681818"
SAINT ELMO WY,2012,Monterey Blvd,NORTHGATE DR,0,"0,075946970"
SAINT ELMO WY,2012,Monterey Blvd,SAN FELIPE AV,0,"0,071401515"
SAINT FRANCIS BLVD,2010,Santa Clara Ave,SAN ANSELMO AV,,"0,260227273"
SAINT FRANCIS BLVD,2012,Sloat Blvd,CRANLEIGH DR,0,"0,0875"
SAINT MARYS AV,2010,San Jose Ave,MILTON ST,2014,"0,075568182"
SALINAS AV,0,3rd St,JAMESTOWN AV,2016,"0,035795455"
SALMON ST,2010,Pacific Ave,HIMMELMANN PL,0,"0,028409091"
SAN ALESO AV,2012,Monterey Blvd,SAN ANDREAS WY,0,"0,021969697"
SAN ALESO AV,2012,Monterey Blvd,SAN ANSELMO AV,0,"0,091098485"
SAN ANDREAS WY,2012,Monterey Blvd,SAN ANSELMO AV,0,"0,070643939"
SAN ANSELMO AV,2010,Santa Clara Ave,SAINT FRANCIS BLVD,0,"0,245454545"
SAN ANSELMO AV,2011,Portola Dr,SAN LEANDRO WY,0,"0,147727273"
SAN ANSELMO AV,2012,Monterey Blvd,SAN BENITO WY,,"0,150757576"
SAN BENITO WY,2006,Ocean Ave,PALOMA AV,0,"0,036742424"
SAN BENITO WY,2010,Saint Francis Blvd,SANTA CLARA AV,0,"0,097348485"
SAN BRUNO AV,2000,Division St,9TH ST,2016,"0,040530303"
SAN BRUNO AV,2005,Bay Shore Blvd,RAYMOND AV,0,"0,096969697"
SAN BRUNO AV,2005,Mansell St,GIRARD ST,,"0,133333333"
SAN BRUNO AV,2005,Silver Ave,BAYSHORE BLVD,0,"0,125757576"
SAN BRUNO AV,2012,23rd St,UNNAMED #175,0,"0,060227273"
SAN BRUNO AVE,2011,17th St,UTAH ST,0,"0,053030303"
SAN BRUNO AVE,2011,17th St,UTAH ST,2018,"0,053030303"
SAN BRUNO AVE,2011,Alemany Blvd,INDUSTRIAL ST ON RAMP,2021,"0,117234848"
SAN FELIPE AV,2012,Monterey Blvd,SAN JACINTO WY,0,"0,203977273"
SAN FERNANDO WY,2006,Ocean Ave,JUNIPERO SERRA BLVD,0,"0,210227273"
SAN FERNANDO WY,2010,Saint Francis Blvd,SAINT FRANCIS BLVD,0,"0,089772727"
SAN FERNANDO WY,2010,Saint Francis Blvd,SAN LEANDRO WY,0,"0,096212121"
SAN FERNANDO WY,2011,Portola Dr,SAINT FRANCIS BLVD,0,"0,269696970"
SAN JACINTO WY,2012,Monterey Blvd,SAN ALESO AV,0,"0,049810606"
SAN JOSE AV,0,Goethe St,DE LONG ST,0,"0,259090909"
SAN JOSE AV,1999,Plymouth Ave,SAGAMORE ST,0,"0,035227273"
SAN JOSE AV,2010,22nd St,GUERRERO ST,0,"0,191666667"
SAN JOSE AV,2010,29th St,DOLORES ST,0,"0,188257576"
SAN JOSE AV,2010,Geneva Ave,DELANO AV,0,"0,184469697"
SAN JOSE AV,2010,Ocean Ave,I-280 NORTH ON-RAMP,0,"0,276893939"
SAN JOSE AV,2014,Cesar Chavez St,GUERRERO ST,2014,"0,060795455"
SAN JOSE AV ON-RAMP,2010,Monterey Blvd,MONTEREY BLVD,0,"0,154166667"
SAN JOSE AVE,2010,Milton St,GLEN CT,,"0,068560606"
SAN JOSE AVE,2010,San Jose Ave,DIAMOND ST,0,"0,213257576"
SAN JUAN AVE,2006,Alemany Blvd,OCEAN AVE,0,"0,162878788"
SAN LEANDRO WY,2006,Ocean Ave,SAN FERNANDO WY,0,"0,095833333"
SAN LEANDRO WY,2010,Saint Francis Blvd,SANTA ANA AV,0,"0,092803030"
SAN LEANDRO WY,2011,Portola Dr,SAN FERNANDO WY,0,"0,1"
SAN LORENZO WY,2011,Portola Dr,CLAREMONT BLVD,0,"0,136742424"
SANCHEZ ST,0,17th St,PROSPER ST,0,"0,089772727"
SANCHEZ ST,2005,Market St,NOE ST,2016,"0,160984848"
SANCHEZ ST,2005,Market St,NOE ST,2019,"0,160984848"
SANCHEZ ST,2006,Duboce Ave,STEINER ST,2012,"0,023484848"
SANCHEZ ST,2010,Clipper St,NOE ST,0,"0,243560606"
SANCHEZ ST,2010,Jersey St,NOE ST,0,"0,243560606"
SANCHEZ ST,2011,16th St,PROSPER ST,0,"0,044886364"
SANSOME,2019,Vallejo St,COWELL,,"0,064015152"
SANSOME ST,2005,Broadway,OSGOOD PL,0,"0,093939394"
SANSOME ST,2010,Clay St,LEIDESDORFF ST,0,"0,097348485"
SANSOME ST,2010,Sutter St,MONTGOMERY ST,0,"0,090530303"
SANSOME ST,2010,Washington St,HOTALING PL,0,"0,117803030"
SANTA ANA AV,2006,Ocean Ave,SAN LEANDRO WY,0,"0,097348485"
SANTA ANA AV,2010,Saint Francis Blvd,SAN BENITO WY,0,"0,090909091"
SANTA CLARA AV,2011,Portola Dr,TERRACE DR,0,"0,235227273"
SANTA FE AV,2005,Silver Ave,TOPEKA AV,0,"0,084090909"
SANTA MONICA WY,2010,Santa Clara Ave,TERRACE DR,0,"0,154166667"
SANTA PAULA  AV,2011,Portola Dr,SAN LORENZO WY,0,"0,135984848"
SANTA ROSA AVE,2006,Alemany Blvd,HARRINGTON ST,0,"0,096212121"
SANTA YNEZ AVE,2010,Ocean Ave,ALEMANY BLVD,0,"0,100757576"
SANTIAGO ST,2010,20th Ave,TARAVAL ST,2020,"0,257954545"
SANTIAGO ST,2011,34th Ave,TARAVAL ST,0,"0,257954545"
SCHOFIELD RD,2010,Park Blvd,KOBBE AVE,0,"0,218939394"
SCOTIA AV,2005,Silver Ave,CONKLING ST,0,"0,054924242"
SCOTT ALY,2009,5th St,CLARA ST,2020,"0,021969697"
SCOTT ST,0,Francisco St,DIVISADERO ST,2015,"0,184848485"
SCOTT ST,0,McAllister St,DIVISADERO ST,0,"0,185227273"
SCOTT ST,2003,Fell St,DIVISADERO ST,2017,"0,092613636"
SCOTT ST,2004,Page St,DIVISADERO ST,0,"0,185227273"
SCOTT ST,2005,Fulton St,DIVISADERO ST,0,"0,185227273"
SCOTT ST,2005,Post St,DIVISADERO ST,0,"0,184469697"
SCOTT ST,2009,Greenwich St,DIVISADERO ST,0,"0,185227273"
SCOTT ST,2009,Hayes St,DIVISADERO ST,0,"0,185227273"
SCOTT ST,2010,Clay St,DIVISADERO ST,0,"0,184848485"
SCOTT ST,2012,Marina Blvd,DIVISADERO ST,0,"0,196212121"
SCOTT ST,2013,Oak St,DIVISADERO ST,2017,"0,092613636"
SEAL ROCK DR,2012,El Camino Del Mar,POINT LOBOS AV,0,"0,117803030"
SEAVIEW TERR,2010,30th Ave,CALIFORNIA ST,0,"0,098106061"
SELBY ST,2006,Evans Ave,NAPOLEON ST,0,"0,262878788"
SELBY ST,2006,Evans Ave,SELBY ST,0,"0,075378788"
SENECA AVE,2006,Alemany Blvd,GENEVA AVE,0,"0,156439394"
SHAFTER AV,2010,Keith St,THOMAS AV,0,"0,106060606"
SHAFTER AV,2012,3rd St,THOMAS AV,0,"0,112878788"
SHAFTER RD,0,Presidio Blvd,SIMONDS LP,0,"0,156060606"
SHANNON ST,2010,Post St,OPHIR AL,0,"0,022727273"
SHERIDAN AV,0,Arguello Blvd,MORAGA AV,0,"0,164015152"
SHERIDAN AV,2005,Lincoln Blvd,RILEY AV,0,"0,077083333"
SHERIDAN AVE,,Infantry Ter,FISHER LOOP,,"0,064015152"
SHERMAN LP,0,Presidio Blvd,LOMBARD ST,0,"0,075757576"
SHERMAN ST,2005,Folsom St,MOSS ST,2018,"0,021590909"
SHIELDS ST,2010,Beverly St,GARFIELD ST,0,"0,243181818"
SHIPLEY ST,2009,5th St,JENNIFER PL,2020,"0,021212121"
SHOTWELL ST,2000,14th St,SOUTH VAN NESS AV,2005,"0,060037879"
SHOTWELL ST,2010,22nd St,SOUTH VAN NESS AV,0,"0,120075758"
SHOTWELL ST,2011,17th St,SOUTH VAN NESS AV,0,"0,121212121"
SHOTWELL ST,2014,Cesar Chavez St,SOUTH VAN NESS AV,2014,"0,106818182"
SHRADER ST,2005,Fell St, STANYAN ST,2017,"0,101136364"
SHRADER ST,2005,Parnassus Ave,STANYAN ST,0,"0,150378788"
SHRADER ST,2006,Page St,STANYAN ST,0,"0,185227273"
SICKLES AV,2006,Alemany Blvd,SAN JOSE AV,0,"0,246590909"
SILVER AV,2005,Alemany Blvd,TINGLEY ST,0,"0,091666667"
SILVER AV,2014,Bayshore Blvd,THORNTON AV,0,"0,344696970"
SIMONDS LP,0,Presidio Blvd,SHERMAN LP,0,"0,095833333"
SIMONDS LP,0,Presidio Blvd,SIMONDS LP,0,"0,054545455"
SKYLINE BLVD,0,John Muir Dr,LAKE MERCED BLVD,0,"2,276515152"
SKYLINE BLVD,0,Lake Merced Blvd,BERKSHIRE WY,0,"0,123484848"
SKYLINE BLVD,2012,John Muir Dr,LAKE MERCED BLVD,0,"2,276515152"
SLOAT BLVD,0,Great Hwy,SKYLINE BLVD,0,"1,603409091"
SLOAT BLVD,0,Skyline Blvd,LAKE MERCED BLVD,0,"0,409090909"
SLOAT BLVD,2010,20th Ave,OCEAN AV,,"0,257196970"
SLOAT BLVD,2010,21st Ave,OCEAN AV,0,"0,271590909"
SLOAT BLVD,2010,Clearfield Dr,MORNINGSIDE DR,0,"0,039393939"
SOMERSET ST,2005,Mansell St,HAMILTON ST,,"0,125568182"
SOMERSET ST,2005,Mansell St,HOLYOKE ST,,"0,064962121"
SOMERSET ST,2005,Silver Ave,MERRILL ST,0,"0,066287879"
SOMERSET ST,2012,San Bruno Ave,WABASH TERR,0,"0,070833333"
SOUTH PARK,0,2nd St,DE BOOM ST,2021,"0,035606061"
SOUTH TEA GARDEN DR,2012,John F Kennedy Dr,10TH AV,0,"0,167424242"
SOUTH VAN NESS AV,2000,14th St,NATOMA ST,2005,"0,041477273"
SOUTH VAN NESS AV,2010,22nd St,CAPP ST,0,"0,120075758"
SOUTH VAN NESS AV,2010,Otis St,BRADY ST,0,"0,078030303"
SOUTH VAN NESS AV,2011,17th St,CAPP ST,0,"0,126515152"
SOUTH VAN NESS AV,2014,Cesar Chavez St,MISSION ST,2014,"0,260984848"
SPARROW ST,2005,Valencia St,16TH ST,2018,"0,110984848"
SPEAR ST,2005,Folsom St,MAIN ST,2020,"0,137121212"
SPEAR ST,2006,Market St,DRUMM ST,0,"0,103409091"
SPEAR ST,2012,Howard St,MAIN ST,2020,"0,068181818"
SPRECKELS LAKE DR,0,30th Ave,JOHN F KENNEDY DR,2015,"0,152651515"
SPRECKELS LAKE DR,2012,36th Ave,36TH AV,0,"0,170833333"
SPRINGFIELD DR,2016,Ocean Ave,RIVERTON DR,,"0,096969697"
SPRUCE ST,2010,Clay St,MAPLE ST,0,"0,182954545"
SPRUCE ST,2015,Euclid St,HEATHER AV,,"0,098863636"
SPRUCE ST,2021,Anza Street,COOK ST,,"0,113636364"
STANFORD ST,2010,Townsend St,CLARENCE PL,0,"0,176893939"
STANFORD ST,2019,Brannan St,JACK LONDON ALY,,"0,088636364"
STANYAN BLVD,2021,Anza Street,BEAUMONT AVE,,"0,115151515"
STANYAN ST,2005,John F Kennedy Dr,UNNAMED #133,2021,"0,115151515"
STANYAN ST,2005,Parnassus Ave,WOODLAND AV,0,"0,104924242"
STANYAN ST,2005,Turk St,ROSSI AV,0,"0,092424242"
STAPLES AV,2010,Gennessee St,FLOOD AV,0,"0,111742424"
STARK ST,0,Stockton St,BROADWAY,0,"0,042045455"
START:EAST,0,Mcdowell Ave,END:WEST,0,"0,428787879"
START:EAST,2012,Romain St,CORBETT AV,0,"0,203409091"
START:NORTH,0,Hwy 101,HWY 101 OFF-RAMP,0,"0,475757576"
START:NORTH 15TH,2010,15th Ave,LAKE ST,0,"0,101893939"
START:NORTH 15TH,2010,15th Ave,WEDEMEYER ST,0,"0,121212121"
STEINER ST,0,McAllister St,PIERCE ST,0,"0,182575758"
STEINER ST,0,Waller St,POTOMAC ST,2012,"0,090151515"
STEINER ST,2006,Fulton St,PIERCE ST,0,"0,182575758"
STEINER ST,2006,Page St,PIERCE ST,0,"0,182196970"
STEINER ST,2006,Post St,PIERCE ST,0,"0,181818182"
STEINER ST,2009,Greenwich St,PIERCE ST,0,"0,181818182"
STEINER ST,2010,Clay St,PIERCE ST,0,"0,182575758"
STEUART ST,2006,Folsom St,SPEAR ST,2020,"0,148106061"
STEUART ST,2006,Market St,SPEAR ST,0,"0,135984848"
STEUART ST,2012,Howard St,SPEAR ST,2020,"0,067803030"
STEVENSON ST,0,2nd St,JESSIE ST,2019,"0,072727273"
STEVENSON ST,0,2nd St,MARKET ST,2019,"0,0875"
STEVENSON ST,2000,14th St,VALENCIA ST,2006,"0,045833333"
STEVENSON ST,2006,7th St,JESSIE ST,2017,"0,034848485"
STEVENSON ST,2006,8th St,MISSION ST,2018,"0,076325758"
STEVENSON ST,2009,5th St,JESSIE ST,2020,"0,046212121"
STEVENSON ST,2010,10th St,JESSIE ST,0,"0,030303030"
STEVENSON ST,2011,McCoppin St,VALENCIA ST,0,"0,085606061"
STILL ST,0,Rousseau St,CAYUGA AV,0,"0,060227273"
STILL ST,0,Still St,LYELL ST,0,"0,034469697"
STILL ST,2010,Lyell St,CAYUGA AV,0,"0,094318182"
STILLMAN ST,0,2nd St,BRYANT ST,2021,"0,082575758"
STILWELL RD,0,Lincoln Blvd,PERSHING DR,0,"0,134090909"
STOCKTON ST,0,Broadway,TURK MURPHY LN,0,"0,118560606"
STOCKTON ST,2010,North Point St,POWELL ST,0,"0,182196970"
STOCKTON ST,2010,Post St,POWELL ST,0,"0,180681818"
STOCKTON ST,2010,Sutter St,POWELL ST,0,"0,090719697"
STONE ST,0,Lincoln Blvd,STOREY AV,0,"0,080681818"
STONECREST DR,2010,Winston Dr,19TH AV,,"0,075757576"
STONEYBROOK AVE,2011,Alemany Blvd,HWY 280 ON RAMP,0,"0,107954545"
STONEYBROOK AVE,2021,Alemany Blvd,HWY 280 ON RAMP,0,"0,107954545"
STOREY AV,0,Lincoln Blvd,HOFFMAN ST,0,"0,392424242"
STOREY AV,0,Lincoln Blvd,PARK BLVD,0,"0,309848485"
STOW LAKE DR,2012,John F Kennedy Dr,TRANSVERSE DR,0,"0,365909091"
STOW LAKE DR,2012,John F Kennedy Dr,TRANSVERSE DR,2021,"0,365909091"
STRATFORD DR,2011,Holloway Ave,DENSLOWE DR,0,"0,099242424"
SUMNER ST,2006,Howard St,8TH ST,2018,"0,045833333"
SUNNYDALE AV,2006,Bay Shore Blvd,END:SOUTH,0,"0,069318182"
SUNNYDALE AV,2017,Persia Ave,DUBLIN ST,0,"0,072348485"
SUNSET BLVD,0,Lake Merced Blvd,CLEARFIELD DR,0,"0,387878788"
SUNSET BLVD,0,Martin Luther King Jr Dr,MIDDLE DR,0,"0,254924242"
SUNSET BLVD,2006,Vicente St,37TH AV,2017,"0,059090909"
SUNSET BLVD,2010,Kirkham St,37TH AV,0,"0,058712121"
SUNSET BLVD,2014,Ortega St,37TH AVE,0,"0,058333333"
SUNSET BLVD OFF-RAMP,2012,Sloat Blvd,SUNSET BLVD ON-RAMP,2017,"0,098106061"
SUNSET BLVD ON-RAMP,2012,Sloat Blvd,39TH AV,2017,"0,152272727"
SUNSET BLVD ON-RAMP,2012,Sloat Blvd,SUNSET BLVD OFF-RAMP,2017,"0,114015152"
SUTTER ST,2004,Polk St,FERN ST,2019,"0,065151515"
SUTTER ST,2004,Webster St,BUSH ST,,"0,131060606"
SUTTER ST,2006,Market St,2ND ST,0,"0,202651515"
SUTTER ST,2006,Presidio Blvd,POST ST,0,"0,130303030"
SUTTER ST,2006,Stockton Tunnel,SACRAMENTO ST,0,"0,523484848"
SUTTER ST,2010,Steiner St,BUSH ST,0,"0,130681818"
SWEENY ST,2021,San Bruno Ave,HALE ST,,"0,039772727"
SYCAMORE ST,2006,Valencia St,18TH ST,0,"0,121590909"
SYLVAN ST,2016,Ocean Ave,MEADOWBROOK DR,,"0,096590909"
TABER PL,0,2nd St,FEDERAL ST,2021,"0,033333333"
TACOMA ST,0,15th Ave,GEARY BLVD,0,"0,171590909"
TAMALPAIS TER,2003,Golden Gate Ave,ROSELYN TER,0,"0,098484848"
TAMALPAIS TERR,2006,Turk St,ROSELYN TERR,0,"0,098484848"
TAPIA DR,0,Font Blvd,LAKE MERCED BLVD,0,"0,431439394"
TARAVAL ST,2008,Forest Side Ave,ULLOA ST,0,"0,278030303"
TARAVAL ST,2009,Claremont Blvd,GRANVILLE WY,0,"0,114015152"
TARAVAL ST,2010,20th Ave,ULLOA ST,2020,"0,257575758"
TARAVAL ST,2011,34th Ave,ULLOA ST,0,"0,257954545"
TAYLOR RD,0,Sheridan Ave,ORD ST,0,"0,050378788"
TAYLOR RD,2014,Lincoln Blvd,LINCOLN BLVD,0,"0,016098485"
TAYLOR ST,2006,Market St,MC ALLISTER ST,0,"0,204545455"
TAYLOR ST,2010,California St,JONES ST,0,"0,182575758"
TAYLOR ST,2010,North Point St,JONES ST,0,"0,182196970"
TAYLOR ST,2010,Pacific Ave,PHOENIX TERR,0,"0,101136364"
TAYLOR ST,2010,Post St,TRADER VIC AL,0,"0,071590909"
TAYLOR ST,2010,Sutter St,JONES ST,0,"0,091856061"
TAYLOR ST,2019,Turk St,MARKET ST,,"0,102272727"
TEHAMA ST,0,2nd St,CLEMENTINA ST,2019,"0,073106061"
TEHAMA ST,2006,8th St,CLEMENTINA ST,2017,"0,035606061"
TEHAMA ST,2009,5th St,CLEMENTINA ST,2020,"0,074242424"
TEMASCAL TER,2003,Golden Gate Ave,PARKER AVE,0,"0,106060606"
TEMESCAL TERR,2006,Turk St,PARKER AV,0,"0,105681818"
TENNESSEE ST,2006,Cesar Chavez St,MINNESOTA ST,0,"0,106439394"
TENNESSEE ST,2010,Mariposa St,MINNESOTA ST,0,"0,106060606"
TERESITA BLVD,2011,Portola Dr,FOWLER AV,0,"0,144318182"
TERRACE DR,2010,Santa Clara Ave,SAN ANSELMO AV,0,"0,106818182"
TERRACE DR,2011,Portola Dr,14TH ST,0,"0,109848485"
TEXAS ST,2017,17th St,MISSISSIPPI ST,,"0,107575758"
THE EMBARCADERO,0,Townsend St,COLIN P KELLY JR ST,2016,"0,185984848"
THE EMBARCADERO,2006,King St,2ND ST,0,"0,317424242"
THE EMBARCADERO,2010,Mission St,STEUART ST,0,"0,105303030"
THE EMBARCADERO,2010,North Point St,GRANT AV,2017,"0,177272727"
THE EMBARCADERO,2012,Howard St,STEUART ST,2020,"0,042992424"
THE EMBARCADERO,2019,Brannan St,DELANCEY ST,,"0,263636364"
THERESA ST,2006,Alemany Blvd,COTTER ST,0,"0,094318182"
THOMAS AV,2005,Silver Ave,REVERE AV,0,"0,229545455"
THOMAS AV,2010,Keith St,UNDERWOOD AV,0,"0,106060606"
THOMAS AV,2012,3rd St,THORNTON AV,0,"0,030303030"
THOMAS MELLON CIR,0,Harney Wy,COUNTY LINE,0,"0,125757576"
THORNTON AV,2012,3rd St,UNDERWOOD AV,0,"0,082575758"
THORNTON AV,2014,Bayshore Blvd,QUINT ST,0,"0,056060606"
THORNTON AV,2014,Bayshore Blvd,QUINT ST,2017,"0,056060606"
TIFFANY AV,2010,29th St,SAN JOSE AV,0,"0,076136364"
TILLMAN PL,2010,Grant Ave,SUTTER ST,0,"0,043939394"
TINGLEY ST,2006,Alemany Blvd,THERESA ST,0,"0,096212121"
TODD ST,,Kobbe Ave,UPTON AVE,,"0,060984848"
TOLAND ST,2006,Evans Ave,MARIN ST,0,"0,168181818"
TOLAND ST,2006,Oakdale Ave,BARNEVELD AV,2015,"0,219318182"
TOPEKA AV,2005,Silver Ave,THOMAS AV,0,"0,078787879"
TORNEY AV,0,Lincoln Blvd,PRESIDIO BLVD,0,"0,113636364"
TORNEY AVE,,Presidio Promenade Trail,LETTERMAN DR,,"0,590151515"
TOWNSEND ST,,4th St,KING ST,,"0,146969697"
TOWNSEND ST,0,2nd St,KING ST,2016,"0,145075758"
TOWNSEND ST,0,San Francisco Bay Trail,3RD ST,0,"0,831060606"
TOWNSEND ST,0,San Francisco Bay Trail,NORTH POINT ST,0,"5,363636364"
TOWNSEND ST,2000,Division St,VERMONT ST,0,"0,065909091"
TOWNSEND ST,2006,7th St,KING ST,2019,"0,132196970"
TOWNSEND ST,2006,The Embarcadero,BRANNAN ST,0,"0,410984848"
TOWNSEND ST,2010,3rd St,KING ST,0,"0,141287879"
TOWNSEND ST,2010,8th St,DIVISION ST,0,"0,031439394"
TRADER VIC AL,2010,Post St,SHANNON ST,0,"0,020833333"
TRAFFIC CIRCLE,2019,Mission Bay Blvd North,6TH ST,,"0,088636364"
TRAFFIC CIRCLE,2019,Mission Bay Blvd South,6TH ST,,"0,089583333"
TRAINOR ST,2005,14th St,HARRISION ST,0,"0,125757576"
TRAINOR ST,2017,13th St,HARRISON ST,,"0,060795455"
TRANSVERSE DR,0,John F Kennedy Dr,30TH AV,0,"1,136742424"
TRANSVERSE DR,0,Middle West Dr,OVERLOOK DR,0,"0,657575758"
TRANSVERSE DR,0,Overlook Dr,MIDDLE DR,0,"0,690151515"
TREAT AV,2006,Harrison St,17TH ST,2016,"0,1875"
TREAT AV,2010,22nd St,FOLSOM ST,0,"0,120075758"
TREAT AV,2011,17th St,FOLSOM ST,0,"0,173106061"
TRINITY ST,2010,Sutter St,LICK PL,0,"0,01875"
TUBBS ST,2010,Indiana St,23RD ST,0,"0,141287879"
TULARE ST,,Illiniois St,ISLAIS ST,,"0,137121212"
TUNNEL AV,2006,Bay Shore Blvd,BLANKEN AV,0,"0,093560606"
TURK BLVD,2010,Parker Ave,GOLDEN GATE AVE,,"0,135984848"
TURK MURPHY LN,0,Broadway,POWELL ST,0,"0,063636364"
TURK ST,0,Masonic Ave,GOLDEN GATE AV,2018,"0,133333333"
TURK ST,2006,Polk St,EDDY ST,2019,"0,130303030"
TURK ST,2006,Webster St,EDDY ST,,"0,129924242"
TURK ST,2010,Steiner St,EDDY ST,0,"0,130303030"
TWIN PEAKS BLVD,2010,Clayton St,DEMING ST,0,"0,082954545"
TWIN PEAKS BLVD,2011,Portola Dr,O SHAUGHNESSY BLVD,0,"0,102840909"
TWIN PEAKS BLVD,2016,Twin Peaks Blvd,CHRISTMAS TREE POINT RD,,"0,264772727"
TWIN PEAKS BLVD,2016,Twin Peaks Blvd,TWIN PEAKS BLVD,,"0,378030303"
ULLOA ST,2005,Woodside Ave,PORTOLA DR,0,"0,254166667"
ULLOA ST,2008,15th Ave,VICENTE ST,0,"0,257954545"
ULLOA ST,2009,Claremont Blvd,PORTOLA DR,0,"0,135984848"
ULLOA ST,2010,20th Ave,VICENTE ST,2020,"0,257196970"
ULLOA ST,2010,Laguna Honda Blvd,PORTOLA DR,0,"0,091666667"
ULLOA ST,2011,34th Ave,VICENTE ST,0,"0,257196970"
ULLOA ST,2020,Forest Side Ave,VICENTE ST,,"0,239772727"
UNDERWOOD AV,2010,Keith St,VAN DYKE AV,0,"0,106818182"
UNDERWOOD AV,2012,3rd St,VAN DYKE AV,0,"0,112878788"
UNION,2019,Battery St,FILBERT,,"0,064772727"
UNION,2019,Battery St,JOHN MAHER,,"0,032196970"
UNION,2019,Sansome St,FILBERT,,"0,064583333"
UNION ST,0,Octavia St,FILBERT ST,2015,"0,130303030"
UNION ST,2005,Columbus Ave,POWELL ST,0,"0,108712121"
UNION ST,2006,Polk St,FILBERT ST,0,"0,130303030"
UNION ST,2010,Steiner St,FILBERT ST,0,"0,130303030"
UNIVERSITY ST,1999,Mansell St,VISITACION AV,,"0,048106061"
UNIVERSITY ST,2005,Silver Ave,COLBY ST,0,"0,074621212"
UNNAMED,2017,Mansell St,SUNNYDALE AV,0,"0,209469697"
UNNAMED 078,,Unnamed077,UNNAMED 052,,"0,175378788"
UNNAMED 152,,Toll Plaza Tn,UNNAMED 052,,"0,120833333"
UNNAMED #7,2012,Monterey Blvd,SAINT ELMO WY,0,"0,077840909"
UNNAMED #19,2011,Portola Dr,GLENVIEW DR,0,"0,067234848"
UNNAMED #28,2006,Alemany Blvd,SICKLES AV,0,"0,059090909"
UNNAMED #28,2011,Sickles Ave,SAN JOSE AV,0,"0,144696970"
UNNAMED #39,2011,Portola Dr,LAGUNA HONDA BLVD,0,"0,128409091"
UNNAMED #47,0,Hunters Point Ex,JAMESTOWN AV,0,"0,510606061"
UNNAMED #63,2006,Mason St,UNNAMED #64,,"0,085984848"
UNNAMED #64,2006,Mason St,UNNAMED #65,,"0,176515152"
UNNAMED #65,2006,Mason St,LYON ST,,"0,026136364"
UNNAMED #77,0,Lincoln Blvd,HOFFMAN ST,0,"0,036363636"
UNNAMED #79,2006,Ocean Ave,WOODACRE DR,0,"0,131060606"
UNNAMED #79,2010,Winston Dr,BROADMOOR DR,0,"0,106060606"
UNNAMED #79,2011,Holloway Ave,STRATFORD DR,0,"0,116666667"
UNNAMED #82,0,Skyline Blvd,END:SOUTH,0,"0,775"
