From St,Install Yr,Street,To St,Update Yr,Miles
FILLMORE ST,2010,Clay St,STEINER ST,0,"0,182575758"
FILLMORE ST,2010,Post St,AVERY ST,0,"0,090909091"
FILLMORE ST,2012,Marina Blvd,CASA WY,0,"0,281439394"
FISHER AL,2010,Powell St,BROADWAY,0,"0,070075758"
FISHER LOOP,,Infantry Ter,BLISS ST,,"0,090909091"
FITCH ST,0,Innes Ave,GRIFFITH ST,0,"0,251515152"
FITCH ST,2010,Carroll Ave,GRIFFITH ST,0,"0,246590909"
FITZGERALD AV,2010,Arelious Walker Dr,GILMAN AV,0,"0,105681818"
FITZGERALD AV,2012,3rd St,PAUL AV,0,"0,115909091"
FITZGERALD AVE,2014,Bayshore Blvd,WAYLAND ST,0,"0,026893939"
FLOOD AV,2010,Gennessee St,HEARST AV,0,"0,111742424"
FLORIDA ST,0,26th St,ALABAMA ST,0,"0,098484848"
FLORIDA ST,2010,22nd St,ALABAMA ST,0,"0,098863636"
FLORIDA ST,2012,17th St,ALABAMA ST,2018,"0,105681818"
FLORIDA ST,2014,Cesar Chavez St,ALABAMA ST,2014,"0,102272727"
FLOWER ST,2005,Loomis St,WATERLOO ST,0,"0,426893939"
FLOWER ST,2012,Bayshore Blvd,CORTLAND AV,0,"0,21875"
FLOWER ST,2012,Bayshore Blvd,CORTLAND AV,2017,"0,21875"
FOERSTER ST,2010,Hearst Ave,GENNESSEE ST,0,"0,25"
FOLSOM ST,0,2nd St,DOW PL,2021,"0,125757576"
FOLSOM ST,0,Crescent Ave,BANKS ST,0,"0,068181818"
FOLSOM ST,0,Fremont St,HARRISON ST,0,"0,239393939"
FOLSOM ST,2000,7th St,CLEVELAND ST,2017,"0,042803030"
FOLSOM ST,2000,8th St,RINGOLD ST,2017,"0,042424242"
FOLSOM ST,2000,11th St,HARRISON ST,0,"0,240151515"
FOLSOM ST,2000,14th St,SHOTWELL ST,0,"0,060037879"
FOLSOM ST,2000,The Embarcadero,HOWARD ST,0,"0,127840909"
FOLSOM ST,2000,The Embarcadero,HOWARD ST,2020,"0,255681818"
FOLSOM ST,2005,14th St,TRAINOR ST,0,"0,117803030"
FOLSOM ST,2009,5th St,SHIPLEY ST,2020,"0,084848485"
FOLSOM ST,2009,Beale St,HARRISON ST,0,"0,239393939"
FOLSOM ST,2010,22nd St,SHOTWELL ST,0,"0,119318182"
FOLSOM ST,2011,17th St,SHOTWELL ST,0,"0,117803030"
FOLSOM ST,2011,Alemany Blvd,ELLSWORTH ST,0,"0,297537879"
FOLSOM ST,2014,Cesar Chavez St,SHOTWELL ST,2014,"0,140151515"
FOLSOM ST,2017,13th St,TRAINOR ST,,"0,059469697"
FONT BLVD,0,Lake Merced Blvd,HIGUERA AV,0,"0,748484848"
FOOTE AV,2000,Alemany Blvd,NAGLEE AV,0,"0,212121212"
FOREST SIDE AV,2000,Ulloa St,FUNSTON AV,0,"0,051515152"
FOREST SIDE AVE,2020,Vicente St,MADRONE AVE,,"0,052462121"
FOREST SIDE AVE,2020,Vicente St,MANDRONE AVE,,"0,052462121"
FOREST VIEW DR,2011,Sloat Blvd,VALE AV,2012,"0,035606061"
FOREST VIEW DR,2016,Ocean Ave,INVERNESS DR,,"0,096969697"
FOWLER AV,2011,Portola Dr,EVELYN WY,0,"0,125"
FRANCIS ST,2006,Alemany Blvd,SANTA ROSA AVE,0,"0,134469697"
FRANCISCO ST,0,Octavia St,BAY ST,2015,"0,130681818"
FRANCISCO ST,2000,Polk St,BAY ST,0,"0,131818182"
FRANCISCO ST,2005,Columbus Ave,JONES ST,0,"0,111363636"
FRANK NORRIS ST,2004,Polk St,PINE ST,2019,"0,063636364"
FRANKLIN ST,0,Broadway,GOUGH ST,0,"0,182196970"
FRANKLIN ST,0,McAllister St,GOUGH ST,0,"0,182954545"
FRANKLIN ST,2000,Francisco St,GOUGH ST,0,"0,182196970"
FRANKLIN ST,2000,Market St,ROSE ST,,"0,027840909"
FRANKLIN ST,2000,Market St,ROSE ST,2015,"0,045265152"
FRANKLIN ST,2006,Page St,GOUGH ST,0,"0,182575758"
FRANKLIN ST,2009,Grove St,GOUGH ST,0,"0,182196970"
FRANKLIN ST,2010,Green St,GOUGH ST,0,"0,182196970"
FRANKLIN ST,2010,Post St,GOUGH ST,0,"0,182196970"
FRANKLIN ST,2010,Sutter St,GOUGH ST,0,"0,091098485"
FRANKLIN ST,2020,Page St,MARKET ST,,"0,056060606"
FREDERICK ST,0,Ashbury St,PIEDMONT ST,0,"0,279924242"
FREDERICK ST,2010,Downey St,ASHBURY ST,,"0,237689394"
FREMONT ST,2000,Folsom St,GROTE PL,2020,"0,056439394"
FREMONT ST,2005,Howard St,BEALE ST,2020,"0,067613636"
FRENCH CT,2003,Lincoln Blvd,KEYES ST,0,"0,027651515"
FRONT,2019,Vallejo St,DAVIS,,"0,131060606"
FRONT ST,2005,Broadway,BATTERY ST,0,"0,130681818"
FRONT ST,2006,Market St,BUSH ST,0,"0,136742424"
FULTON ST,0,8th Ave,JOHN F KENNEDY DR,2019,"0,109090909"
FULTON ST,0,30th Ave,SPRECKELS LAKE DR,2015,"0,047727273"
FULTON ST,0,47th Ave,JOHN F KENNEDY DR,0,"0,319696970"
FULTON ST,0,Chain Of Lakes Dr,CHAIN OF LAKES ACCESS RD,0,"0,054166667"
FULTON ST,0,Chain Of Lakes Dr,CHAIN OF LAKES ACCESS RD,2016,"0,054166667"
FULTON ST,0,Great Hwy,JOHN F KENNEDY DR,0,"0,127272727"
FULTON ST,0,Horseshoe Court,CONSERVATORY EAST DR,0,"0,300378788"
FULTON ST,0,Masonic Ave,GROVE ST,2018,"0,129924242"
FULTON ST,2000,Arguello Blvd,CONSERVATORY EAST DR,0,"0,171969697"
FULTON ST,2000,Baker St,MC ALLISTER ST,0,"0,131060606"
FULTON ST,2000,Webster St,MC ALLISTER ST,,"0,130303030"
FULTON ST,2001,10th Ave,JOHN F KENNEDY DR,0,"0,054356061"
FULTON ST,2001,10th Ave,JOHN F KENNEDY DR,2020,"0,054356061"
FULTON ST,2006,Scott St,MC ALLISTER ST,0,"0,131060606"
FULTON ST,2010,Great Hwy,JOHN F KENNEDY DR,0,"0,127272727"
FULTON ST,2010,Laguna St,MC ALLISTER ST,0,"0,129924242"
FULTON ST,2010,Steiner St,MC ALLISTER ST,0,"0,130303030"
FULTON ST,2012,36th Ave,SPRECKELS LAKE DR,0,"0,060227273"
FUNSTON,0,Fulton St,PARK PRESIDIO,0,"0,045454545"
FUNSTON AV,2000,Cabrillo St,PARK PRESIDIO BLVD,0,"0,058333333"
FUNSTON AV,2000,Lake St,PARK PRESIDIO BLVD,2016,"0,048106061"
FUNSTON AV,2000,Ulloa St,14TH AV,0,"0,117803030"
FUNSTON AV,2003,Lincoln Blvd,GIRARD RD,0,"0,075"
FUNSTON AV,2010,Kirkham St,14TH AV,0,"0,117803030"
FUNSTON AVE,,Presidio Blvd,BARNARD AVE,,"0,168939394"
FUNSTON AVE,2021,Anza Street,12TH AVE,,"0,117424242"
GALVEZ AV,2000,Hunters Point Blvd,EVANS AV,2021,"0,319696970"
GALVEZ AV,2004,Phelps St,HUDSON AV,0,"0,105681818"
GALVEZ AV,2012,03RD ST,HUDSON AV,0,"0,116856061"
GAMBIER ST,2005,Silver Ave,HARVARD ST,0,"0,117424242"
GARFIELD ST,2010,Beverly St,HOLLOWAY AV,0,"0,274621212"
GATES ST,0,Crescent Ave,FOLSOM ST,0,"0,068560606"
GAVEN ST,2021,San Bruno Ave,SWEENY ST,,"0,040151515"
GEARY BLVD,,Masonic Ave,ANZA ST,2018,"0,191287879"
GEARY BLVD,0,15th Ave,ANZA ST,0,"0,265530303"
GEARY BLVD,2000,Arguello Blvd,ANZA ST,2016,"0,265909091"
GEARY BLVD,2000,Webster St,POST ST,,"0,1125"
GEARY BLVD,2005,8th Ave,ANZA ST,0,"0,266666667"
GEARY BLVD,2010,23rd Ave,ANZA ST,0,"0,266287879"
GEARY BLVD,2010,34th Ave,ANZA ST,0,"0,265909091"
GEARY BLVD,2010,Steiner St,POST ST,0,"0,110984848"
GEARY ST,2000,Polk St,CEDAR ST,2019,"0,065151515"
GEARY ST,2006,Market St,KEARNY ST,0,"0,084090909"
GELLERT DR,2010,Clearfield Dr,LAKE MERCED BLVD,0,"0,026893939"
GELLERT DR,2010,Ocean Ave,SUNSET BLVD,0,"0,032575758"
GELLERT DR,2010,Ocean Ave,SUNSET BLVD,2016,"0,032575758"
GENE FRIEND WY,2011,4th St,CAMPUS WY,0,"0,130303030"
GENEVA AV,2006,Ocean Ave,HAROLD AV,0,"0,087878788"
GENEVA AV,2010,Ocean Ave,GENEVA AV,0,"0,082196970"
GENEVA AVE,2006,Alemany Blvd,CHANCERY LN,0,"0,089393939"
GENNESSEE ST,2011,Judson Ave,PHELAN AV,0,"0,133712121"
GENNESSEE ST,2012,Monterey Blvd,RIDGEWOOD AV,0,"0,250946970"
GERMANIA ST,0,Steiner St,WALLER ST,2012,"0,064772727"
GERMANIA ST,2010,Webster St,WALLER ST,0,"0,065151515"
GIBB ST,2005,Columbus Ave,JACKSON ST,0,"0,05"
GILBERT ST,2019,Brannan St,7TH ST,,"0,082575758"
GILMAN AV,0,Hunters Point Ex,UNNAMED #47,0,"0,366287879"
GIRARD RD,,Goragas Ave,KENDALL DR,,"0,120833333"
GIRARD RD,2003,Lincoln Blvd,TORNEY AV,0,"0,147348485"
GIRARD ST,2000,Mansell St,BRUSSELS ST,,"0,135227273"
GIRARD ST,2000,San Bruno Ave,CAMPBELL AV,0,"0,111363636"
GIRARD ST,2005,Silver Ave,SAN BRUNO AV,0,"0,113636364"
GLEN CT,2010,Milton St,BOSWORTH ST,,"0,060984848"
GLENDALE ST,2010,Corbett Ave,ROMAIN ST,0,"0,083333333"
GLENVIEW DR,2011,Portola Dr,TWIN PEAKS BLVD,0,"0,354356061"
GLORIA CT,2004,Geneva Ave,MISSION ST,0,"0,128787879"
GOETTINGEN ST,2000,Mansell St,SOMERSET ST,,"0,137689394"
GOETTINGEN ST,2005,Silver Ave,BRUSSELS ST,0,"0,113636364"
GOLDEN GATE AV,0,Masonic Ave,MC ALLISTER ST,2018,"0,129545455"
GOLDEN GATE AV,2000,Arguello Blvd,CABRILLO ST,2016,"0,079166667"
GOLDEN GATE AV,2000,Polk St,ELM ST,2019,"0,065530303"
GOLDEN GATE AV,2000,Webster St,TURK ST,,"0,130303030"
GOLDEN GATE AV,2010,Steiner St,TURK ST,0,"0,130303030"
GOLDING LN,2010,Corbett Ave,CUESTA CT,0,"0,197727273"
GOLETA AV,2011,Sloat Blvd,FOREST VIEW DR,2012,"0,061363636"
GORGAS AVE,,Gorgas Ave,FRANCISCO ST,,"0,092424242"
GOUGH ST,0,Broadway,OCTAVIA ST,0,"0,182196970"
GOUGH ST,0,McAllister St,LAGUNA ST,0,"0,364393939"
GOUGH ST,0,Sutter St,OCTAVIA ST,0,"0,179545455"
GOUGH ST,2000,Francisco St,OCTAVIA ST,0,"0,182196970"
GOUGH ST,2000,Market St,HAIGHT ST,0,"0,017613636"
GOUGH ST,2000,Market St,HAIGHT ST,2015,"0,017613636"
GOUGH ST,2000,Market St,VALENCIA ST,0,"0,034659091"
GOUGH ST,2000,Market St,VALENCIA ST,2019,"0,034659091"
GOUGH ST,2006,Page St,OCTAVIA ST,,"0,085416667"
GOUGH ST,2006,Page St,OCTAVIA ST,2020,"0,085416667"
GOUGH ST,2009,Grove St,OCTAVIA ST,0,"0,182196970"
GOUGH ST,2010,Green St,OCTAVIA ST,0,"0,182196970"
GOUGH ST,2010,Post St,LAGUNA ST,0,"0,364772727"
GOULD ST,2012,Paul Ave,EXETER ST,2017,"0,077651515"
GRACE ST,2000,Howard St,10TH ST,2018,"0,032765152"
GRAHAM ST,,Moraga Ave,MESA ST,,"0,128409091"
GRAHAM ST,2003,Lincoln Blvd,FRENCH CT,0,"0,046590909"
GRANADA AV,0,Holloway Ave,MIRAMAR AV,0,"0,111742424"
GRANADA AV,2006,Ocean Ave,GRANADA AV,0,"0,019318182"
GRANADA AV,2006,Ocean Ave,MIRAMAR AV,0,"0,096590909"
GRAND VIEW AV,2012,Romain St,MARKET ST,0,"0,098863636"
GRAND VIEW AVE,2012,Hoffman Ave,ALVARADO ST,0,"0,129545455"
GRAND VIEW AVE,2012,Romain St,DOUGLASS ST,0,"0,128787879"
GRANT AV,0,Broadway,STOCKTON ST,0,"0,177651515"
GRANT AV,2005,Columbus Ave,VALLEJO ST,0,"0,114393939"
GRANT AV,2006,Market St,ELLIS ST,0,"0,192803030"
GRANT AV,2010,North Point St,STOCKTON ST,0,"0,177272727"
GRANT AV,2010,Post St,STOCKTON ST,0,"0,171590909"
GRANT AV,2010,Sutter St,STOCKTON ST,0,"0,086363636"
GRANVILLE WY,2009,Claremont Blvd,ALLSTON WY,0,"0,093939394"
GRANVILLE WY,2011,Portola Dr,SANTA PAULA  AV,0,"0,193181818"
GRAYSTONE TERR,2010,Corbett Ave,GLENDALE ST,0,"0,028409091"
GREAT HWY,0,John F Kennedy Dr,UNNAMED #171,0,"0,166287879"
GREAT HWY,0,Lincoln Wy,MARTIN LUTHER KING JR DR,0,"0,053977273"
GREAT HWY,0,Skyline Blvd,JOHN MUIR DR,0,"1,894696970"
GREAT HWY,2006,Vincente Path,GREAT HWY,0,"0,056818182"
GREEN,2019,Sansome St,UNION,,"0,065340909"
GREEN ST,0,Octavia St,UNION ST,2015,"0,130303030"
GREEN ST,1999,The Embarcadero,BATTERY ST,0,"0,5375"
GREEN ST,2005,Columbus Ave,UNION ST,0,"0,173106061"
GREEN ST,2005,Polk St,UNION ST,2019,"0,130681818"
GREEN ST,2010,Steiner St,UNION ST,0,"0,129924242"
GREENOUGH AVE,,Kobbe Ave,POPE ST,,"0,060984848"
GREENWICH,2019,Battery St,THE EMBARCADERO,,"0,060227273"
GREENWICH,2019,Sansome St,LOMBARD,,"0,065151515"
GREENWICH ST,0,Octavia St,LOMBARD ST,2015,"0,124242424"
GREENWICH ST,2000,Polk St,LOMBARD ST,0,"0,130303030"
GREENWICH ST,2005,Columbus Ave,MASON ST,0,"0,053030303"
GREENWICH ST,2010,Lyon St,LOMBARD ST,0,"0,131060606"
GRIFFITH ST,0,Innes Ave,HUNTERS POINT BLVD,0,"0,118560606"
GROTE PL,2000,Folsom St,1ST ST,2020,"0,080303030"
GROVE ST,0,Masonic Ave,HAYES ST,2018,"0,130681818"
GROVE ST,2000,Baker St,FULTON ST,0,"0,129924242"
GROVE ST,2000,Polk St,MC ALLISTER ST,2014,"0,247727273"
GROVE ST,2000,Webster St,FULTON ST,,"0,131439394"
GROVE ST,2006,Octavia St,BIRCH ST,0,"0,065530303"
GROVE ST,2006,Scott St,FULTON ST,0,"0,129924242"
GUERRERO ST,0,Cesar Chavez St,DOLORES ST,2016,"0,251515152"
GUERRERO ST,2000,14th St,RAMONA ST,0,"0,051704545"
GUERRERO ST,2010,22nd St,AMES ST,0,"0,063257576"
GUERRERO ST,2011,17th St,DOLORES ST,0,"0,249242424"
HABITAT TER,2012,Alemany Blvd,CRYSTAL ST,,"0,061742424"
HAIGHT ST,0,Ashbury St,WALLER ST,0,"0,130303030"
HAIGHT ST,2000,Scott St,PAGE ST,2015,"0,131060606"
HAIGHT ST,2006,Octavia St,ROSE ST,0,"0,065151515"
HAIGHT ST,2010,Clayton St,WALLER ST,0,"0,130303030"
HAIGHT ST,2010,Webster St,PAGE ST,,"0,130303030"
HALLECK ST,2003,Lincoln Blvd,FUNSTON AV,0,"0,0375"
HALLECK ST,2003,Lincoln Blvd,MESA ST,0,"0,034090909"
HALLECK ST,2009,Sansome St,SACRAMENTO ST,0,"0,061742424"
HALLECK ST,2010,Battery St,SACRAMENTO ST,0,"0,030871212"
HAMERTON AV,2011,Bosworth St,CHILTON AV,2017,"0,048295455"
HAMILTON ST,2000,Mansell St,BOWDOIN ST,,"0,134090909"
HAMILTON ST,2005,Silver Ave,BOYLSTON ST,0,"0,107196970"
HAMPSHIRE ST,0,26th St,YORK ST,0,"0,108333333"
HAMPSHIRE ST,2010,22nd St,YORK ST,0,"0,098484848"
HAMPSHIRE ST,2012,17th St,BRYANT ST,2018,"0,212878788"
HAMPSHIRE ST,2014,Cesar Chavez St,PRECITA AV,2014,"0,136363636"
HARDIE AV,0,Arguello Blvd,INFANTRY TERR,0,"0,234848485"
HARDING RD,0,Skyline Blvd,GREAT HWY,0,"0,4"
HARKNESS AV,2000,San Bruno Ave,KEITH ST,0,"0,051893939"
HAROLD AV,2006,Ocean Ave,LEE AV,0,"0,114393939"
HARRIET ST,2000,Folsom St,COLUMBIA SQUARE ST,2018,"0,022159091"
HARRIET ST,2000,Howard St,RUSS ST,2018,"0,044886364"
HARRIET ST,2019,Brannan St,LUCERNE ST,,"0,081439394"
HARRINGTON ST,2006,Alemany Blvd,NORTON ST,0,"0,095454545"
HARRISON,2009,Beale St,BRYANT ST,0,"0,239393939"
HARRISON BLVD,0,Kobbe Ave,GREENOUGH AVE,0,"0,053219697"
HARRISON ST,0,2nd St,STILLMAN ST,2021,"0,156818182"
HARRISON ST,2000,7th St,I-80 E OFF-RAMP,2020,"0,066098485"
HARRISON ST,2000,8th St,I-80 W OFF RAMP,2018,"0,006818182"
HARRISON ST,2000,11th St,BRYANT ST,2016,"0,119318182"
HARRISON ST,2000,11th St,BRYANT ST,2017,"0,119318182"
HARRISON ST,2000,The Embarcadero,FOLSOM ST,0,"0,120454545"
HARRISON ST,2000,The Embarcadero,FOLSOM ST,2020,"0,120454545"
HARRISON ST,2009,5th St,PERRY ST,2020,"0,082575758"
HARRISON ST,2010,22nd St,TREAT AV,0,"0,120454545"
HARRISON ST,2012,17th St,TREAT AV,0,"0,073863636"
HARRISON ST,2014,Cesar Chavez St,FOLSOM ST,2014,"0,242613636"
HARRISON ST,2015,13th St,BERNICE ST,,"0,040340909"
HARRISON ST,2017,13th St,11TH ST,,"0,134469697"
HARTFORD ST,0,17th St,CASTRO ST,0,"0,132196970"
HARVARD ST,2005,Silver Ave,SUNGLOW LN,0,"0,117424242"
HATTIE ST,0,Corbett Ave,CORBIN PL,0,"0,204924242"
HAVENSIDE DR,2016,Ocean Ave,EVERGLADE DR,,"0,092424242"
HAWES ST,2010,Carroll Ave,GRIFFITH ST,0,"0,253030303"
HAWES ST,2010,Carroll Ave,INGALLS ST,0,"0,250378788"
HAWES ST,2010,Palou Ave,INGALLS ST,0,"0,251515152"
HAWTHORNE ST,2000,Folsom St,3RD ST,2021,"0,086363636"
HAWTHORNE ST,2005,Howard St,NEW MONTGOMERY ST,2020,"0,030303030"
HAYES ST,0,Masonic Ave,FELL ST,2018,"0,131439394"
HAYES ST,2000,Baker St,GROVE ST,0,"0,131060606"
HAYES ST,2000,Polk St,LECH WALESA ST,2014,"0,032007576"
HAYES ST,2000,Polk St,LECH WALESA ST,2021,"0,032007576"
HAYES ST,2001,Market St,LARKIN ST,2011,"0,057575758"
HAYES ST,2006,Octavia St,IVY ST,0,"0,065151515"
HAYES ST,2006,Scott St,GROVE ST,0,"0,130303030"
HAYES ST,2010,Polk St,MARKET ST,2014,"0,156060606"
HAYES ST,2010,Webster St,LINDEN ST,,"0,065151515"
HAYES ST,2019,,FELL ST,,"0,196969697"
HAYS ST,0,Wedemeyer St,NORTH 15TH AV,0,"0,166666667"
HAZELWOOD AV,2012,Monterey Blvd,RIDGEWOOD AV,0,"0,084090909"
HAZELWOOD AV,2012,Monterey Blvd,VALDEZ AV,0,"0,096212121"
HEAD ST,2014,Holloway Ave,VICTORIA ST,2014,"0,099242424"
HEARST AV,2010,Gennessee St,MONTEREY BLVD,0,"0,118181818"
HEATHER AV,2015,Euclid St,IRIS AV,,"0,096590909"
HELEN ST,2010,California St,HYDE ST,0,"0,143560606"
HELENA ST,2012,Bayshore Blvd,AUGUSTA ST,0,"0,3125"
HEMLOCK ST,2004,Polk St,SUTTER ST,2019,"0,066666667"
HENRY ADAMS ST,2000,Division St,TOWNSEND ST,0,"0,020833333"
HENRY ADAMS ST,2010,Division St,8TH ST,0,"0,033143939"
HENRY ST,2010,Sanchez St,15TH ST,2019,"0,110606061"
HERMANN ST,0,Steiner St,GERMANIA ST,2012,"0,065151515"
HERMANN ST,2010,Webster St,GERMANIA ST,0,"0,065151515"
HERNANDEZ AV,2005,Woodside Ave,IDORA AV,0,"0,093181818"
HERNANDEZ AV,2010,Laguna Honda Blvd,IDORA AV,0,"0,109469697"
HERON ST,2001,8th St,HARRISON ST,2018,"0,042424242"
HESTER AV:NORTH,2001,Bay Shore Blvd,HESTER AV:SOUTH,0,"0,110037879"
HESTER AV:SOUTH,2001,Bay Shore Blvd,TUNNEL AV,0,"0,049242424"
HESTER AVE,2001,Bay Shore Blvd,LOIS LN,0,"0,025189394"
HICKORY ST,2006,Octavia St,FELL ST,0,"0,064772727"
HICKORY ST,2010,Webster St,FELL ST,0,"0,064393939"
HIGH ST,2009,Clipper St,CLIPPER ST,2020,"0,134469697"
HIGUERA AV,0,Lake Merced Blvd,BROTHERHOOD WY,0,"0,501515152"
HIGUERA AVE,0,Lake Merced Blvd,HIGUERA AVE,0,"0,034090909"
HILL POINT AV,2005,Parnassus Ave,MEDICAL CENTER WAY,,"0,029924242"
HILL ST,2001,Valencia St,22ND ST,0,"0,111742424"
HILLWAY AV,2005,Parnassus Ave,3RD AV,0,"0,362878788"
HIMMELMANN PL,2010,Pacific Ave,TAYLOR ST,0,"0,063257576"
HITCHCOCK ST,2010,Park Blvd,AMATURY LOOP,0,"0,358333333"
HOFF ST,2011,16th St,JULIANA AVE,0,"0,035227273"
HOFF ST,2011,17th St,VALENCIA ST,0,"0,142424242"
HOFFMAN AVE,2012,23rd St,DOUGLASS ST,0,"0,235606061"
HOFFMAN ST,0,Lincoln Blvd,LONG AV,0,"0,043939394"
HOLLISTER AV,0,3rd St,INGERSON AV,2016,"0,053787879"
HOLLOWAY AV,0,Font Blvd,TAPIA DR,0,"0,202272727"
HOLLOWAY AV,0,Lunado Wy,ESTERO AV,0,"0,289772727"
HOLLOWAY AV,2010,Plymouth Ave,OCEAN AV,0,"0,281439394"
HOLLOWAY AVE,2012,Lee Ave,OCEAN AVE,0,"0,221590909"
HOLYOKE ST,2001,Mansell St,HAMILTON ST,,"0,061174242"
HOLYOKE ST,2005,Silver Ave,SOMERSET ST,0,"0,121212121"
HOOPER ST,2001,7th St,IRWIN ST,2019,"0,117424242"
HOPKINS AV,2010,Corbett Ave,23RD ST,0,"0,063636364"
HOTALING PL,2010,Washington St,COLUMBUS AV,0,"0,063636364"
HOUSTON ST,2005,Columbus Ave,FRANCISCO ST,0,"0,087878788"
HOWARD ST,0,2nd St,TEHAMA ST,2019,"0,085606061"
HOWARD ST,0,Fremont St,I-80 W OFF RAMP,0,"0,128409091"
HOWARD ST,2001,7th St,FOLSOM ST,2017,"0,119886364"
HOWARD ST,2001,8th St,TEHAMA ST,2017,"0,041666667"
HOWARD ST,2001,11th St,KISSLING ST,0,"0,0875"
HOWARD ST,2001,The Embarcadero,MISSION ST,2020,"0,359090909"
HOWARD ST,2009,5th St,TEHAMA ST,2020,"0,082196970"
HOWTH ST,2010,Geneva Ave,LOUISBURG ST,0,"0,101136364"
HOWTH ST,2010,Ocean Ave,GENEVA AV,0,"0,223106061"
HUBBELL ST,2001,7th St,DAGGETT ST,2019,"0,128409091"
HUDSON AV,2001,Hunters Point Blvd,GALVEZ AV,2021,"0,123484848"
HUDSON AV,2004,Phelps St,INNES AV,0,"0,105681818"
HUDSON AV,2012,3rd St,INNES AV,0,"0,112121212"
HUGO ST,1998,6th Ave,IRVING ST,,"0,129545455"
HUGO ST,2005,5th Ave, LINCOLN WAY,2015,"0,131060606"
HUGO ST,2009,7th Ave,IRVING ST,0,"0,129166667"
HUMBOLDT ST,2011,Illinois St,23RD ST,0,"0,184090909"
HUNTER ST,2021,San Bruno Ave,RICKARD ST,,"0,053787879"
HUNTERS POINT BLVD,2001,Evans Ave,JENNINGS ST,2021,"0,229545455"
HUNTERS POINT EX,0,Jamestown Ave,HARNEY WY,0,"0,528409091"
HWY 101 OFF-RAMP,2012,San Bruno Ave,MANSELL ST,0,"0,019696970"
HWY 101 S ON-RAMP,2014,Cesar Chavez St,HAMPSHIRE ST,0,"0,043939394"
HWY 280 ON RAMP,2011,Alemany Blvd,HWY 280 OFF RAMP,0,"0,589962121"
HWY 280 ON RAMP,2021,Alemany Blvd,HWY 280 OFF RAMP,0,"0,589962121"
HYDE ST,0,McAllister St,BREEN PL,0,"0,091287879"
HYDE ST,2001,Grove St,LARKIN ST,0,"0,210227273"
HYDE ST,2010,California St,LARKIN ST,0,"0,181818182"
HYDE ST,2010,North Point St,LARKIN ST,0,"0,181818182"
HYDE ST,2010,Pacific Ave,MC CORMICK PL,0,"0,091287879"
HYDE ST,2010,Post St,MEACHAM PL,0,"0,039015152"
HYDE ST,2010,Sutter St,LARKIN ST,0,"0,090909091"
HYDE ST,2016,Golden Gate Ave,CONTINUUM ALY,2021,"0,045643939"
HYDE ST,2018,Turk St,LEAVENWORTH ST,,"0,090909091"
I-80 E OFF-RAMP,2002,7th St,BRYANT ST,,"0,010984848"
I-80 E OFF-RAMP,2002,7th St,I-80 E OFF-RAMP,2020,"0,042992424"
I-80 W OFF RAMP,0,Fremont St,FOLSOM ST,0,"0,112878788"
I-80 W OFF-RAMP,2002,8th St,BRYANT ST,2020,"0,062310606"
I-80 W OFF-RAMP,2002,8th St,I-80 W OFF-RAMP,2018,"0,050946970"
I-280 CONNECTOR,2005,Industrial St,101 SOUTH ON-RAMP,2021,"0,060606061"
I-280 CONNECTOR,2005,Industrial St,101- NORTH ON-RAMP,2021,"0,027840909"
I-280 NORTH ON-RAMP,2010,Geneva Ave,SAN JOSE AV,0,"0,138636364"
I-280 NORTH ON-RAMP,2010,Ocean Ave,I-280 SOUTH OFF-RAMP,0,"0,207575758"
I-280 OFF-RAMP,2010,Mariposa St,I-280 ON-RAMP,0,"0,075757576"
I-280 ON-RAMP,2010,Mariposa St,PENNSYLVANIA ST,0,"0,060984848"
I-280 SOUTH OFF-RAMP,2010,Geneva Ave,I-280 NORTH ON-RAMP,0,"0,079545455"
I-280 SOUTH OFF-RAMP,2010,Ocean Ave,HOWTH ST,0,"0,042803030"
IDORA AV,2005,Woodside Ave,ULLOA ST,,"0,103030303"
IDORA AV,2010,Laguna Honda Blvd,ULLOA ST,0,"0,106439394"
ILLINOIS ST,2010,Cesar Chavez St,3RD ST,0,"0,111742424"
ILLINOIS ST,2012,Cargo Way,MENDELL ST,,"0,398106061"
ILLINOIS ST,2020,16th St,TERRY FRANCOIS BLVD,,"0,222727273"
INDIANA ST,2002,Cesar Chavez St,IOWA ST,0,"0,107954545"
INDIANA ST,2010,Mariposa St,I-280 N OFF-RAMP,0,"0,077272727"
INDUSTRIAL ST,2002,Oakdale Ave,TOLAND ST,2015,"0,251515152"
INDUSTRIAL ST,2012,Bayshore Blvd,HELENA ST,0,"0,229545455"
INDUSTRIAL ST OFF RAMP,2011,Alemany Blvd,SAN BRUNO AVE,2021,"0,042045455"
INDUSTRIAL ST ON RAMP,2005,Industrial St,BAYSHORE BLVD,0,"0,036742424"
INFANTRY TERR,0,Arguello Blvd,UNNAMED #161,0,"0,182196970"
INFANTRY TERRACE,,Moraga Ave,DRIVEWAY,,"0,034090909"
INGALLS ST,2010,Carroll Ave,JENNINGS ST,0,"0,252272727"
INGALLS ST,2010,Palou Ave,JENNINGS ST,0,"0,25"
INGERSON AV,0,3rd St,SALINAS AV,2016,"0,019128788"
INNES AV,2002,Hunters Point Blvd,HUDSON AV,2021,"0,168560606"
INNES AV,2004,Phelps St,JERROLD AV,0,"0,106818182"
INNES AV,2012,3rd St,NEWHALL ST,0,"0,073106061"
